assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	domain	kingdom	phylum	class	order	family	genus	suborder	subclass	clade	no rank	species group	species subgroup	species	subfamily	tribe	subspecies	serotype	forma specialis	pathogroup	strain	subgenus
GCF_004362855.1	PRJNA224116	SAMN10866316	SNXW00000000.1	reference genome	70586	70586	Aquabacterium commune	strain=DSM 11901	na	latest	Scaffold	Major	Full	2019-03-22	ASM436285v1	DOE Joint Genome Institute	GCA_004362855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/362/855/GCF_004362855.1_ASM436285v1	na	assembly from type material	na        	haploid	bacteria	4204494	4204303	66.5	0	39	39	NCBI RefSeq	GCF_004362855.1-RS_2024_04_19	2024-04-19	3742	3634	56	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium				Burkholderiales genera incertae sedis											
GCF_900660635.1	PRJNA224116	SAMEA104167171	na	reference genome	76629	76629	Mycoplasmopsis gallopavonis	strain=NCTC10186	na	latest	Complete Genome	Major	Full	2019-01-29	56793_F01-3	SC	GCA_900660635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/635/GCF_900660635.1_56793_F01-3	na	assembly from type material	na        	haploid	bacteria	1028044	1028044	27.5	4	4	4	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	851	790	44	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_016862055.1	PRJNA224116	SAMD00229059	BOMF00000000.1	reference genome	76756	76756	Actinoplanes capillaceus	strain=NBRC 16408	na	latest	Contig	Major	Full	2021-01-29	ASM1686205v1	Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	GCA_016862055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/862/055/GCF_016862055.1_ASM1686205v1	na	assembly from type material	na        	haploid	bacteria	9722078	9722078	71.0	0	220	220	NCBI RefSeq	GCF_016862055.1-RS_2024_09_02	2024-09-02	8980	8773	89	na																						
GCF_000941075.1	PRJNA224116	SAMN03379857	na	reference genome	86660	86660	Mesomycoplasma dispar	strain=ATCC 27140	na	latest	Complete Genome	Major	Full	2015-03-04	ASM94107v1	University of Missouri - Columbia	GCA_000941075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/075/GCF_000941075.1_ASM94107v1	na	assembly from type material	na        	haploid	bacteria	1084449	1084449	29.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-26	798	754	37	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mesomycoplasma															
GCF_003285045.1	PRJNA224116	SAMN09469947	na	reference genome	92400	92400	[Mycoplasma] anseris	strain=ATCC 49234	na	latest	Complete Genome	Major	Full	2018-07-01	ASM328504v1	Centre for Agricultural Research, Hungarian Academy of Sciences	GCA_003285045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/045/GCF_003285045.1_ASM328504v1	na	assembly from type material	na        	haploid	bacteria	750009	750009	26.5	1	1	1	NCBI RefSeq	GCF_003285045.1-RS_2024_08_26	2024-08-26	658	615	41	30533671	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_003269445.1	PRJNA224116	SAMN09237270	na	reference genome	92401	92401	Metamycoplasma cloacale	strain=NCTC 10199	na	latest	Complete Genome	Major	Full	2018-06-28	ASM326944v1	Centre for Agricultural Research, Hungarian Academy of Sciences	GCA_003269445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/269/445/GCF_003269445.1_ASM326944v1	na	assembly from type material	na        	haploid	bacteria	659552	659552	27.0	1	1	1	NCBI RefSeq	GCF_003269445.1-RS_2024_03_28	2024-03-28	583	542	38	30533671	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_033546855.1	PRJNA224116	SAMN38060583	na	reference genome	92402	92402	Metamycoplasma equirhinis	strain=M432/72	na	latest	Complete Genome	Major	Full	2023-11-12	ASM3354685v1	Institute of Microbiology	GCA_033546855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/546/855/GCF_033546855.1_ASM3354685v1	na	assembly from type material	na        	haploid	bacteria	706186	706186	28.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-13	616	571	44	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_006385795.1	PRJNA224116	SAMN12082456	VFSS00000000.1	reference genome	92403	92403	[Mycoplasma] falconis	strain=ATCC 51372	na	latest	Contig	Major	Full	2019-06-23	ASM638579v1	Institute of Microbiology	GCA_006385795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/385/795/GCF_006385795.1_ASM638579v1	na	assembly from type material	na        	haploid	bacteria	672402	672402	28.0	0	39	39	NCBI RefSeq	GCF_006385795.1-RS_2024_08_02	2024-08-02	609	563	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_037482225.1	PRJNA224116	SAMN40497087	na	reference genome	92404	92404	[Mycoplasma] gypis	strain=B1/T1	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3748222v1	Department of Pathobiology, Institute of Microbiology	GCA_037482225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/482/225/GCF_037482225.1_ASM3748222v1	na	assembly from type material	na        	haploid	bacteria	833262	833262	28.0	1	1	1	NCBI RefSeq	GCF_037482225.1-RS_2024_04_05	2024-04-05	702	660	40	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_041026625.1	PRJNA224116	SAMN42868389	na	reference genome	92406	92406	Metamycoplasma spumans	strain=385A	na	latest	Complete Genome	Major	Full	2024-08-05	ASM4102662v1	Department of Pathobiology, Institute of Microbiology	GCA_041026625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/026/625/GCF_041026625.1_ASM4102662v1	na	na	na        	haploid	bacteria	751767	751767	28.0	1	1	1	NCBI RefSeq	GCF_041026625.1-RS_2024_08_04	2024-08-04	642	597	45	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_033546815.1	PRJNA224116	SAMN38060618	na	reference genome	92407	92407	Metamycoplasma subdolum	strain=TB	na	latest	Complete Genome	Major	Full	2023-11-12	ASM3354681v1	Institute of Microbiology	GCA_033546815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/546/815/GCF_033546815.1_ASM3354681v1	na	assembly from type material	na        	haploid	bacteria	654603	654603	28.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-12	581	538	40	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_024498275.1	PRJNA224116	SAMN29927634	na	reference genome	92758	92758	Mycoplasmoides fastidiosum	strain=4822	na	latest	Complete Genome	Major	Full	2022-08-01	ASM2449827v1	Institute of Microbiology	GCA_024498275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/275/GCF_024498275.1_ASM2449827v1	na	assembly from type material	na        	haploid	bacteria	1221951	1221951	31.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-29	873	830	37	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Mycoplasmoides															
GCF_014205085.1	PRJNA224116	SAMN12793876	JACHMV000000000.1	reference genome	95160	95160	Actinomadura catellatispora	strain=DSM 44772	na	latest	Contig	Major	Full	2020-08-14	ASM1420508v1	DOE Joint Genome Institute	GCA_014205085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/205/085/GCF_014205085.1_ASM1420508v1	na	assembly from type material	na        	haploid	bacteria	8203588	8203588	72.0	0	1	1	NCBI RefSeq	GCF_014205085.1-RS_2024_09_29	2024-09-29	7500	7346	87	na																						
GCF_024648845.1	PRJNA224116	SAMN02746108	JANBBD000000000.1	reference genome	96101	96101	Actinomadura glauciflava	strain=DSM 44770	na	latest	Scaffold	Major	Full	2022-08-12	ASM2464884v1	DOE Joint Genome Institute	GCA_024648845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/648/845/GCF_024648845.1_ASM2464884v1	na	assembly from type material	na        	haploid	bacteria	9357102	9357010	72.5	0	86	86	NCBI RefSeq	GCF_024648845.1-RS_2024_08_29	2024-08-29	8739	8569	77	na																						
GCF_002189065.1	PRJNA224116	SAMD00067362	BDMN00000000.1	reference genome	113268	113268	Bathymodiolus platifrons methanotrophic gill symbiont	strain=HPD1508-B01-01	na	latest	Contig	Major	Full	2017-05-26	ASM218906v1	Department of Subsurface Geobiological Analysis and Research, Japan Agency for Marine-Earth Science and Technology	GCA_002189065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/189/065/GCF_002189065.1_ASM218906v1	na	na	na        	haploid	bacteria	4018024	4018024	40.0	0	613	613	NCBI RefSeq	GCF_002189065.1-RS_2024_09_09	2024-09-09	4400	3944	56	28453654	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria							unclassified Gammaproteobacteria											
GCF_019721995.1	PRJNA224116	SAMD00212908	BLYC00000000.1	reference genome	113269	113269	Bathymodiolus japonicus methanotrophic gill symbiont	na	HPD1508-BjaS1	latest	Contig	Major	Full	2021-07-07	ASM1972199v1	Department of Subsurface Geobiological Analysis and Research, Japan Agency for Marine-Earth Science and Technology	GCA_019721995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/721/995/GCF_019721995.1_ASM1972199v1	na	na	na        	haploid	bacteria	4971076	4971076	42.0	0	109	109	NCBI RefSeq	GCF_019721995.1-RS_2024_03_28	2024-03-28	6806	6182	68	34788070	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria							unclassified Gammaproteobacteria											
GCF_004342625.1	PRJNA224116	SAMN10363434	SMAH00000000.1	reference genome	114249	114249	Tepidimonas ignava	strain=DSM 12034	na	latest	Contig	Major	Full	2019-03-11	ASM434262v1	DOE Joint Genome Institute	GCA_004342625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/342/625/GCF_004342625.1_ASM434262v1	na	assembly from type material	na        	haploid	bacteria	2707895	2707895	69.0	0	32	32	NCBI RefSeq	GCF_004342625.1-RS_2024_04_17	2024-04-17	2644	2544	58	na	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales		Tepidimonas				Burkholderiales genera incertae sedis											
GCF_900660705.1	PRJNA224116	SAMEA104210792	na	reference genome	114880	114880	Mycoplasmopsis columbinasalis	strain=NCTC10184	na	latest	Complete Genome	Major	Full	2019-01-29	57612_F01-3	SC	GCA_900660705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/705/GCF_900660705.1_57612_F01-3	na	assembly from type material	na        	haploid	bacteria	849456	849456	33.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	662	617	43	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_900660685.1	PRJNA224116	SAMEA104210788	na	reference genome	114881	114881	Mycoplasmopsis columbina	strain=NCTC10178	na	latest	Complete Genome	Major	Full	2019-01-29	57572_G01-3	SC	GCA_900660685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/685/GCF_900660685.1_57572_G01-3	na	assembly from type material	na        	haploid	bacteria	776661	776661	27.0	1	1	1	NCBI RefSeq	GCF_900660685.1-RS_2024_08_05	2024-08-05	647	602	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_024498255.1	PRJNA224116	SAMN29927633	na	reference genome	114883	114883	Mycoplasmopsis equigenitalium	strain=T37	na	latest	Complete Genome	Major	Full	2022-08-01	ASM2449825v1	Institute of Microbiology	GCA_024498255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/498/255/GCF_024498255.1_ASM2449825v1	na	assembly from type material	na        	haploid	bacteria	806532	806532	31.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-29	714	671	39	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_900660665.1	PRJNA224116	SAMEA104210789	na	reference genome	114885	114885	Mycoplasmopsis maculosa	strain=NCTC10168	na	latest	Complete Genome	Major	Full	2019-01-29	57612_D01-3	SC	GCA_900660665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/665/GCF_900660665.1_57612_D01-3	na	assembly from type material	na        	haploid	bacteria	919297	919297	24.0	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	785	738	41	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_007830175.1	PRJNA224116	SAMN05660838	VLKH00000000.1	reference genome	130788	130788	Sedimentibacter saalensis	strain=DSM 13558	na	latest	Scaffold	Major	Full	2019-08-02	ASM783017v1	DOE Joint Genome Institute	GCA_007830175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/830/175/GCF_007830175.1_ASM783017v1	na	assembly from type material	na        	haploid	bacteria	3834552	3831902	36.0	0	23	23	NCBI RefSeq	GCF_007830175.1-RS_2024_05_04	2024-05-04	3618	3547	43	na	Bacteria	Bacillati	Bacillota	Tissierellia			Sedimentibacter				Tissierellia incertae sedis											
GCF_003383595.3	PRJNA224116	SAMN09283747	na	reference genome	142649	142649	Metamycoplasma phocicerebrale	strain=1049	na	latest	Complete Genome	Major	Full	2019-03-25	ASM338359v3	University of Florida	GCA_003383595.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/383/595/GCF_003383595.3_ASM338359v3	na	assembly from type material	na        	haploid	bacteria	740800	740800	25.0	1	1	1	NCBI RefSeq	GCF_003383595.3-RS_2024_04_05	2024-04-05	658	615	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_004216495.1	PRJNA224116	SAMN10436525	na	reference genome	142650	142650	Mycoplasmopsis phocirhinis	strain=852	na	latest	Complete Genome	Major	Full	2019-02-20	ASM421649v1	University of Florida	GCA_004216495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/495/GCF_004216495.1_ASM421649v1	na	assembly from type material	na        	haploid	bacteria	865472	865472	27.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	731	685	41	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_003332325.1	PRJNA224116	SAMN08864381	na	reference genome	142651	142651	[Mycoplasma] phocae	strain=105	na	latest	Complete Genome	Major	Full	2018-07-20	ASM333232v1	University of Florida	GCA_003332325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/332/325/GCF_003332325.1_ASM333232v1	na	assembly from type material	na        	haploid	bacteria	814478	814478	27.0	1	1	1	NCBI RefSeq	GCF_003332325.1-RS_2024_08_26	2024-08-26	669	622	43	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Metamycoplasma															
GCF_900107845.1	PRJNA224116	SAMN04488051	FNRM00000000.1	reference genome	152573	152573	Alkalimonas amylolytica	strain=CGMCC 1.3430	na	latest	Scaffold	Major	Full	2016-10-22	IMG-taxon 2617270770 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900107845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/845/GCF_900107845.1_IMG-taxon_2617270770_annotated_assembly	na	assembly from type material	na        	haploid	bacteria	4060055	4052805	51.5	0	30	30	NCBI RefSeq	GCF_900107845.1-RS_2024_05_03	2024-05-03	3716	3627	66	na	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria			Alkalimonas				Gammaproteobacteria incertae sedis											
GCF_001596815.1	PRJNA224116	SAMN04566108	LVCN00000000.1	reference genome	162157	162157	Pseudoalteromonas spiralis	strain=DSM 16099	na	latest	Contig	Major	Full	2016-03-23	ASM159681v1	Institute of Oceanology, Chinese Academy of Sciences	GCA_001596815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/815/GCF_001596815.1_ASM159681v1	na	assembly from type material	na        	haploid	bacteria	4166507	4166507	40.0	0	87	87	NCBI RefSeq	GCF_001596815.1-RS_2024_07_09	2024-07-09	3888	3506	124	na																						
GCF_001596795.1	PRJNA224116	SAMN04566107	LVCM00000000.1	reference genome	162160	162160	Pseudoalteromonas telluritireducens	strain=DSM 16098	na	latest	Contig	Major	Full	2016-03-23	ASM159679v1	Institute of Oceanology, Chinese Academy of Sciences	GCA_001596795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/795/GCF_001596795.1_ASM159679v1	na	assembly from type material	na        	haploid	bacteria	4406320	4406320	41.0	0	65	65	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-23	4043	3525	120	na																						
GCF_036327815.1	PRJNA224116	SAMN36728888	JAUUCC000000000.1	reference genome	163605	163605	Nocardiopsis umidischolae	strain=66/93	na	latest	Contig	Major	Full	2024-02-01	ASM3632781v1	CIIMAR - Interdisciplinary Centre of Marine and Environmental Research	GCA_036327815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/327/815/GCF_036327815.1_ASM3632781v1	na	assembly from type material	na        	haploid	bacteria	7892218	7892218	72.5	0	279	279	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-02	7198	6968	65	na																						
GCF_003285065.1	PRJNA224116	SAMN09469955	na	reference genome	171279	171279	Mycoplasmopsis anatis	strain=NCTC 10156	na	latest	Complete Genome	Major	Full	2018-07-01	ASM328506v1	Centre for Agricultural Research, Hungarian Academy of Sciences	GCA_003285065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/065/GCF_003285065.1_ASM328506v1	na	assembly from type material	na        	haploid	bacteria	956094	956094	26.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	840	793	42	30533671	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_900660645.1	PRJNA224116	SAMEA104167208	na	reference genome	171281	171281	Mycoplasmopsis citelli	strain=NCTC10181	na	latest	Complete Genome	Major	Full	2019-01-29	57043_F01-3	SC	GCA_900660645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/645/GCF_900660645.1_57043_F01-3	na	assembly from type material	na        	haploid	bacteria	1242365	1242365	27.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	944	890	45	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_900660675.1	PRJNA224116	SAMEA104167209	na	reference genome	171282	171282	Mycoplasmopsis columboralis	strain=NCTC10179	na	latest	Complete Genome	Major	Full	2019-01-29	57141_A01-3	SC	GCA_900660675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/675/GCF_900660675.1_57141_A01-3	na	assembly from type material	na        	haploid	bacteria	966675	966675	29.0	2	2	2	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	798	749	40	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_900660605.1	PRJNA224116	SAMEA4434532	na	reference genome	171285	171285	Mycoplasmopsis glycophila	strain=NCTC10194	na	latest	Complete Genome	Major	Full	2019-01-29	51342_G01-3	SC	GCA_900660605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/605/GCF_900660605.1_51342_G01-3	na	assembly from type material	na        	haploid	bacteria	973410	973410	28.5	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	743	689	44	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_029854295.1	PRJNA224116	SAMN34203605	na	reference genome	171286	171286	Mesomycoplasma lagogenitalium	strain=12MS	na	latest	Complete Genome	Major	Full	2023-04-23	ASM2985429v1	Institute of Microbiology	GCA_029854295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/854/295/GCF_029854295.1_ASM2985429v1	na	assembly from type material	na        	haploid	bacteria	973223	973223	25.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-29	863	822	40	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mesomycoplasma															
GCF_004365095.1	PRJNA224116	SAMN05421669	SOCN00000000.1	reference genome	171289	171289	Mycoplasmopsis mustelae	strain=ATCC 35214	na	latest	Scaffold	Major	Full	2019-03-22	ASM436509v1	DOE Joint Genome Institute	GCA_004365095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/365/095/GCF_004365095.1_ASM436509v1	na	assembly from type material	na        	haploid	bacteria	836283	836273	28.0	0	7	7	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-02-28	738	694	41	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
GCF_033546915.1	PRJNA224116	SAMN38082481	na	reference genome	171291	171291	Mycoplasmopsis verecunda	strain=107	na	latest	Complete Genome	Major	Full	2023-11-12	ASM3354691v1	Institute of Microbiology	GCA_033546915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/546/915/GCF_033546915.1_ASM3354691v1	na	assembly from type material	na        	haploid	bacteria	946797	946797	27.0	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-13	730	685	42	na	Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis															
