Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination	superkingdom	kingdom	phylum	class	order	family	genus	species	domain
GCF_003290385.1	ASM329038v1	Actinobacillus pleuropneumoniae	715	OK		GCF_003290385.1-RS_2024_03_28	2318657	1.0	Complete Genome	2018-07-08		2318657	2318657.0	1.0	Illumina HiSeq; other	University of Bern	PRJNA478521	SAMN09519162	2219	2088	46.0	assembly from type material	Actinobacillus pleuropneumoniae	99.2	0.07	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus		
GCF_000146165.2	ASM14616v2	Shewanella oneidensis MR-1	211586	OK		GCF_000146165.2-RS_2024_03_28	5131424	2.0	Complete Genome	2012-11-02		4969811	4969811.0	2.0		TIGR	PRJNA335	SAMN02604014	4612	4331	143.0	assembly from type material	Shewanella	99.84	0.04	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis	
GCF_000829055.1	ASM82905v1	Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393	1423732	OK		GCF_000829055.1-RS_2024_03_28	2952961	3.0	Complete Genome	2013-08-14		2924929	2924929.0	3.0	3730xl	Kyushu University	PRJDB480	SAMD00061035	2878	2627	174.0	assembly from type material	Lactobacillus casei	86.97	1.33	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus casei	
GCF_001750725.1	ASM175072v1	Enterobacter ludwigii	299767	OK		GCF_001750725.1-RS_2025_03_05	4952770	2.0	Complete Genome	2016-10-03		4857439	4857439.0	2.0	PacBio	Zhejiang Sci-Tech University	PRJNA343411	SAMN05787341	4721	4540	59.0	assembly from type material	Enterobacter	98.89	0.37	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter		
GCF_000183155.1	ASM18315v1	Riemerella anatipestifer ATCC 11845 = DSM 15868	693978	OK		GCF_000183155.1-RS_2024_09_25	2155121	1.0	Complete Genome	2010-11-23		2155121	2155121.0	1.0	454, Illumina	US DOE Joint Genome Institute (JGI-PGF)	PRJNA41989	SAMN00138930	2053	1983	18.0	assembly from type material	Riemerella anatipestifer	98.98	0.03	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer	
GCF_022984195.1	ASM2298419v1	Synechococcus elongatus PCC 6301	269084	OK		GCF_022984195.1-RS_2024_04_10	2749599	3.0	Complete Genome	2022-04-14		2695389	2695389.0	3.0	Illumina HiSeq	University of California, San Diego	PRJNA770342	SAMN22215291	2779	2715	9.0	assembly from type material	Synechococcus elongatus	98.47	0.72	Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus	
GCF_002023665.2	ASM202366v2	Elizabethkingia anophelis R26	1246994	OK		GCF_002023665.2-RS_2024_09_25	4058311	1.0	Complete Genome	2017-09-18		4058311	4058311.0	1.0	Illumina MiSeq	CDC	PRJNA301708	SAMN02470677	3764	3680	13.0	assembly from type material	Elizabethkingia anophelis	98.88	0.62	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis	
GCF_001457455.1	NCTC11397	Corynebacterium diphtheriae	1717	OK		GCF_001457455.1-RS_2024_03_30	2463666	1.0	Complete Genome	2015-03-22		2463666	2463666.0	1.0		SC	PRJEB6403	SAMEA2517360	2372	2220	81.0	assembly from type material	Corynebacterium diphtheriae	98.41	0.12	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium		
GCF_000091545.1	ASM9154v1	Thermus thermophilus HB8	300852	OK		GCF_000091545.1-RS_2024_12_11	2116056	3.0	Complete Genome	2004-11-15		1849742	1849742.0	3.0		National Institute of Advanced Industrial Science and Technology, Japan	PRJNA13202	SAMD00061070	2283	2168	58.0	assembly from type material	Thermus thermophilus	97.28	0.26	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	
GCF_001642675.1	ASM164267v1	Bradyrhizobium diazoefficiens USDA 110	224911	OK		GCF_001642675.1-RS_2025_02_09	9106064	1.0	Complete Genome	2016-05-12		9106064	9106064.0	1.0	PacBio	University of Florida	PRJNA282645	SAMN03573437	8576	8287	229.0	assembly from type material	Bradyrhizobium	99.91	0.59	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium diazoefficiens	
GCF_003641185.1	ASM364118v1	Lactiplantibacillus pentosus	1589	OK		GCF_003641185.1-RS_2024_12_11	3671373	2.0	Complete Genome	2018-10-15		3622107	3622107.0	2.0	PacBio	Korea University	PRJNA494616	SAMN10174879	3357	3213	51.0	assembly from type material	Lactobacillaceae	99.35	1.88	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus		
GCF_018223745.1	ASM1822374v1	Clostridium beijerinckii	1520	OK		GCF_018223745.1-RS_2024_03_17	5950247	2.0	Complete Genome	2021-05-02		5876902	5876902.0	2.0	Oxford Nanopore MinION; Illumina MiSeq	Brno University of Technology	PRJNA724001	SAMN18839070	5334	5109	77.0	assembly from type material	Clostridium beijerinckii	91.8	6.46	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		
GCF_003019295.1	ASM301929v1	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	190304	OK		GCF_003019295.1-RS_2024_09_23	2180101	1.0	Complete Genome	2018-03-26		2180101	2180101.0	1.0	Illumina, MinION	Virginia Tech	PRJNA433545	SAMN08706662	2067	1959	43.0	assembly from type material	Fusobacterium nucleatum	98.5	0.12	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	
GCF_900474615.1	40295_D02	Mammaliicoccus sciuri	1296	OK		GCF_900474615.1-RS_2024_12_11	2811859	1.0	Complete Genome	2018-06-18		2811859	2811859.0	1.0		SC	PRJEB6403	SAMEA3505362	2796	2698	17.0	assembly from type material	Staphylococcaceae	98.2	3.01	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus		
GCF_900637475.1	51108_B01	Yersinia pseudotuberculosis	633	OK		GCF_900637475.1-RS_2024_12_13	4610200	1.0	Complete Genome	2018-12-20		4610200	4610200.0	1.0		SC	PRJEB6403	SAMEA4442458	4094	3836	144.0	assembly from type material	Yersinia pseudotuberculosis	98.57	0.57	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia		
GCF_000083545.1	ASM8354v1	Methylorubrum extorquens DM4	661410	OK		GCF_000083545.1-RS_2024_05_15	6123851	3.0	Complete Genome	2009-07-17		5943768	5943768.0	3.0		Genoscope	PRJNA16093	SAMEA3138288	5829	5566	186.0	assembly from synonym type material	Methylobacterium extorquens	98.64	0.68	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens	
GCF_000007505.1	ASM750v1	Brucella suis 1330	204722	OK		GCF_000007505.1-RS_2024_08_07	3315175	2.0	Complete Genome	2004-10-13		2107794	2107794.0	2.0		NITE/TIGR	PRJNA320	SAMN02603682	3233	3031	134.0	assembly from type material	Brucella suis	98.57	0.85	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella suis	
GCF_000007365.1	ASM736v1	Buchnera aphidicola str. Sg (Schizaphis graminum)	198804	OK		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	641454	1.0	Complete Genome	2002-07-02		641454	641454.0	1.0		Uppsala Univ.	PRJNA312	SAMN02604269	630	568	24.0	assembly from type material	Buchnera aphidicola	99.19	0.08	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	
GCF_000012365.1	ASM1236v1	Burkholderia thailandensis E264	271848	OK		GCF_000012365.1-RS_2024_12_09	6723972	2.0	Complete Genome	2005-12-15		3809201	3809201.0	2.0		TIGR	PRJNA10774	SAMN02604021	5916	5662	178.0	assembly from type material	Burkholderia	100.0	0.06	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	
GCF_004101845.1	ASM410184v1	Latilactobacillus curvatus JCM 1096 = DSM 20019	1293592	OK		GCF_004101845.1-RS_2024_04_27	1916521	2.0	Complete Genome	2019-01-22		1898076	1898076.0	2.0	PacBio	Kyungpook National University	PRJNA397497	SAMN07459897	1989	1842	60.0	assembly from type material	Lactobacillaceae	98.69	0.74	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus	
GCF_024925465.1	ASM2492546v1	Ralstonia pseudosolanacearum	1310165	OK		GCF_024925465.1-RS_2024_12_11	5690309	2.0	Complete Genome	2022-09-05		3803549	3803549.0	2.0	PacBio Sequel; Illumina NovaSeq	Yunnan Academy of Tobacco Agriculture Science	PRJNA735438	SAMEA10977831	5117	4853	190.0	assembly from type material	Ralstonia	99.9	0.56	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia		
GCF_002706795.1	ASM270679v1	Brevibacillus laterosporus DSM 25	1121121	OK		GCF_002706795.1-RS_2025_03_05	5400144	1.0	Complete Genome	2017-10-25		5400144	5400144.0	1.0	PacBio	Kyungpook National University	PRJNA348654	SAMN05913073	5002	4752	103.0	assembly from type material	Brevibacillus laterosporus	99.24	2.53	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus	
GCF_000204255.1	ASM20425v1	Chlamydia psittaci 6BC	331636	OK		GCF_000204255.1-RS_2024_03_28	1179220	2.0	Complete Genome	2011-04-14		1171667	1171667.0	2.0	ABI3730	Institute for Genome Sciences, University Of Maryland School of Medicine	PRJNA62889	SAMN02603382	1035	985	6.0	assembly from type material	Chlamydia psittaci	98.43	0.1	Bacteria	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci	
GCF_900636475.1	42197_F01	Streptococcus anginosus	1328	OK		GCF_900636475.1-RS_2024_12_13	1953654	1.0	Complete Genome	2018-12-20		1953654	1953654.0	1.0		SC	PRJEB6403	SAMEA3614267	1931	1796	61.0	assembly from type material	Streptococcus anginosus	99.27	0.08	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		
GCF_000015865.1	ASM1586v1	Acetivibrio thermocellus ATCC 27405	203119	OK		GCF_000015865.1-RS_2024_08_23	3843301	1.0	Complete Genome	2007-02-14		3843301	3843301.0	1.0			PRJNA314	SAMN02598481	3409	3274	63.0	assembly from type material	Clostridium thermocellum	98.71	1.32	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio thermocellus	
GCF_000011905.1	ASM1190v1	Dehalococcoides mccartyi 195	243164	OK		GCF_000011905.1-RS_2024_12_09	1469720	1.0	Complete Genome	2005-01-07		1469720	1469720.0	1.0		TIGR	PRJNA214	SAMN02603990	1579	1510	18.0	assembly from type material	Dehalococcoides mccartyi	95.55	10.38	Bacteria	Bacillati	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	
GCF_900637025.1	46338_H01	Streptococcus oralis ATCC 35037	655813	OK		GCF_900637025.1-RS_2024_03_17	1931548	1.0	Complete Genome	2018-12-20		1931548	1931548.0	1.0		SC	PRJEB6403	SAMEA3936797	1868	1778	15.0	assembly from type material	Streptococcus oralis	99.06	0.09	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	
GCF_034479305.1	ASM3447930v1	Shouchella clausii	79880	OK		GCF_034479305.1-RS_2024_12_09	4498248	1.0	Complete Genome	2023-12-19		4498248	4498248.0	1.0	Oxford Nanopore MinION; Illumina MiniSeq	Cultivarium	PRJNA1037563	SAMN38186260	4461	4299	60.0	assembly from type material	Bacillaceae	99.35	0.67	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella		
GCF_001558415.2	ASM155841v2	Vibrio fluvialis	676	OK		GCF_001558415.2-RS_2025_03_05	4827733	2.0	Complete Genome	2018-01-29		3155838	3155838.0	2.0	PacBio; Illumina	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	PRJNA231221	SAMN03996321	4505	4327	35.0	assembly from type material	Vibrio	99.8	1.25	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		
GCF_002155265.1	ASM215526v1	Corynebacterium pseudotuberculosis	1719	OK		GCF_002155265.1-RS_2024_08_23	2337763	1.0	Complete Genome	2017-05-22		2337763	2337763.0	1.0	IonTorrent	UFMG	PRJNA382169	SAMN06701041	2123	2008	52.0	assembly from type material	Corynebacterium pseudotuberculosis	99.48	0.44	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium		
GCF_000007985.2	ASM798v2	Geobacter sulfurreducens PCA	243231	Inconclusive		GCF_000007985.2-RS_2024_08_06	3814128	1.0	Complete Genome	2012-07-31		3814128	3814128.0	1.0		TIGR	PRJNA192	SAMN02603989	3484	3405	21.0	assembly from type material	Geobacter sulfurreducens	96.99	1.81	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter sulfurreducens	
GCF_000236925.1	ASM23692v1	Staphylococcus argenteus	985002	OK		GCF_000236925.1-RS_2024_12_11	2787638	2.0	Complete Genome	2011-11-10		2762785	2762785.0	2.0		The Wellcome Trust Sanger Institute	PRJEA62885	SAMEA2272597	2692	2530	85.0	assembly from type material	Staphylococcus	99.03	0.08	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		
GCF_009183365.2	ASM918336v2	Shewanella algae	38313	OK		GCF_009183365.2-RS_2024_03_30	4924764	1.0	Complete Genome	2021-03-24		4924764	4924764.0	1.0	PacBio	Karolinska Institutet	PRJNA526057	SAMN11083189	4408	4226	47.0	assembly from type material	Shewanella	99.15	0.04	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella		
GCF_020097475.1	ASM2009747v1	Escherichia fergusonii	564	OK		GCF_020097475.1-RS_2024_11_06	4645928	2.0	Complete Genome	2021-09-23		4588714	4588714.0	2.0	Pacbio; Illumina	US Food and Drug Administration	PRJNA231221	SAMN21218855	4475	4277	83.0	assembly from type material	Escherichia fergusonii	98.22	1.36	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia		
GCF_002813755.1	ASM281375v1	Enterococcus mundtii	53346	OK		GCF_002813755.1-RS_2025_03_05	3504528	2.0	Complete Genome	2017-12-07		3357452	3357452.0	2.0	PacBio	Kyungpook National University	PRJNA353761	SAMN06020033	3282	3126	71.0	assembly from type material	Enterococcus	99.1	1.38	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		
GCF_040739365.1	DSM6717	Staphylococcus capitis subsp. urealyticus	74703	OK		GCF_040739365.1-RS_2024_07_17	2497742	3.0	Complete Genome	2024-07-18		2465028	2465028.0	3.0	Oxford Nanopore MinION and Illumina NovaSeq	Department of Infectious Disease, Imperial College London	PRJNA1032276	SAMN38029074	2450	2341	23.0	assembly from type material	Staphylococcus	99.44	0.08	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	
GCF_000007805.1	ASM780v1	Pseudomonas syringae pv. tomato str. DC3000	223283	OK		GCF_000007805.1-RS_2024_08_08	6538260	3.0	Complete Genome	2003-03-05		6397126	6397126.0	3.0		TIGR	PRJNA359	SAMN02604017	5933	5610	240.0	assembly from type material	Pseudomonas	99.36	0.19	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	
GCF_021216655.1	ASM2121665v1	Clavibacter michiganensis	28447	OK		GCF_021216655.1-RS_2024_03_13	3377556	3.0	Complete Genome	2021-12-16		3271838	3271838.0	3.0	PacBio RSII; Illumina	Kyung Hee University	PRJNA750607	SAMN20474849	3209	3130	24.0	assembly from type material	Clavibacter michiganensis	95.68	1.94	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Clavibacter		
GCF_000010125.1	ASM1012v1	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	342451	OK		GCF_000010125.1-RS_2024_12_11	2577899	3.0	Complete Genome	2005-08-12		2516575	2516575.0	3.0		Kitasato Institute for Life Sciences, Japan	PRJNA15596	SAMD00061076	2545	2390	72.0	assembly from type material	Staphylococcus	99.14	0.22	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus	
GCF_900475505.1	42925_G01	Streptococcus sanguinis	1305	OK		GCF_900475505.1-RS_2024_12_22	2296927	1.0	Complete Genome	2018-06-17		2296927	2296927.0	1.0		SC	PRJEB6403	SAMEA3672886	2254	2140	40.0	assembly from type material	Streptococcus sanguinis	99.45	0.15	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		
GCF_000092025.1	ASM9202v1	Agrobacterium fabrum str. C58	176299	Inconclusive		GCF_000092025.1-RS_2024_04_23	5674258	4.0	Complete Genome	2007-11-05		2841580	2841580.0	4.0		Cereon	PRJNA283	SAMN02603108	5332	5173	88.0	assembly from type material	Agrobacterium	99.9	0.29	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum	
GCF_000227465.1	ASM22746v1	Bacillus spizizenii TU-B-10	1052585	OK		GCF_000227465.1-RS_2024_09_13	4207222	1.0	Complete Genome	2011-10-05		4207222	4207222.0	1.0		Institute for Genome Sciences	PRJNA68561	SAMN02603352	4304	4051	126.0	assembly from type material	Bacillus	98.29	0.29	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus spizizenii	
GCF_000219215.1	ASM21921v1	Cupriavidus necator N-1	1042878	OK		GCF_000219215.1-RS_2024_12_11	8480857	4.0	Complete Genome	2011-06-24		2684606	2684606.0	4.0		Georg-August-University Goettingen	PRJNA67893	SAMN02603269	7966	7576	302.0	assembly from type material	Cupriavidus necator	98.69	2.45	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	
GCF_000010425.1	ASM1042v1	Bifidobacterium adolescentis ATCC 15703	367928	OK		GCF_000010425.1-RS_2024_12_11	2089645	1.0	Complete Genome	2006-12-05		2089645	2089645.0	1.0		Gifu University, Life Science Research Center, Japan	PRJNA16321	SAMD00061080	1753	1656	24.0	assembly from type material	Bifidobacterium adolescentis	99.84	1.23	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	
GCF_004063735.1	ASM406373v1	Paracoccus denitrificans	266	OK		GCF_004063735.1-RS_2024_04_03	5242327	3.0	Complete Genome	2019-01-20		2858426	2858426.0	3.0	Illumina HiSeq	Guangdong Ocean University	PRJNA513156	SAMN10697283	5232	5063	104.0	assembly from type material	Paracoccus	99.65	0.59	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus		
GCF_020546685.1	ASM2054668v1	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539	243230	OK		GCF_020546685.1-RS_2024_03_28	3279598	4.0	Complete Genome	2021-10-25		2644543	2644543.0	4.0	PacBio RSII	Ruder Boskovic Institute	PRJNA530377	SAMN11313123	3202	3113	27.0	assembly from type material	Deinococcus radiodurans	98.67	0.24	Bacteria	Thermotogati	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	
GCF_000012825.1	ASM1282v1	Phocaeicola vulgatus ATCC 8482	435590	OK		GCF_000012825.1-RS_2024_03_28	5163189	1.0	Complete Genome	2007-06-27		5163189	5163189.0	1.0		Washington University (WashU)	PRJNA13378	SAMN02604309	4201	3986	107.0	assembly from type material	Bacteroidaceae	99.94		Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	
GCF_002982115.1	ASM298211v1	Lysinibacillus sphaericus	1421	OK		GCF_002982115.1-RS_2024_08_25	4681723	1.0	Complete Genome	2018-03-08		4681723	4681723.0	1.0	PacBio	Kyungpook National University	PRJNA376811	SAMN06447727	4636	4421	60.0	assembly from type material	Lysinibacillus	88.06	9.38	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		
GCF_000021485.1	ASM2148v1	Acidithiobacillus ferrooxidans ATCC 23270	243159	OK		GCF_000021485.1-RS_2024_12_11	2982397	1.0	Complete Genome	2008-12-19		2982397	2982397.0	1.0		TIGR	PRJNA53	SAMN02603974	3104	2952	60.0	assembly from type material	Acidithiobacillus ferrooxidans	96.52	1.44	Bacteria	Pseudomonadati	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	
GCF_000697965.2	ASM69796v2	Ensifer adhaerens	106592	Inconclusive		GCF_000697965.2-RS_2025_03_05	7267502	3.0	Complete Genome	2016-06-16		4071185	4071185.0	3.0	PacBio; corrected by Illumina by hand	University of Arizona	PRJNA247817	SAMN02781308	6947	6729	135.0	assembly from type material	Ensifer	94.48	4.42	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer		
GCF_001456255.1	ASM145625v1	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	1219067	OK		GCF_001456255.1-RS_2024_04_26	5175153	2.0	Complete Genome	2015-12-03		3248023	3248023.0	2.0	PacBio	Harvard Medical School	PRJNA267132	SAMN03178087	4687	4497	23.0	assembly from type material	Vibrio	99.93	3.79	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio natriegens	
GCF_018389705.1	ASM1838970v1	Mycoplasma mycoides subsp. capri	40477	OK		GCF_018389705.1-RS_2024_12_09	1035494	1.0	Complete Genome	2021-05-17		1035494	1035494.0	1.0	PacBio Sequel	University of Bern	PRJNA682396	SAMN16987685	868	813	16.0	assembly from type material	Mycoplasma mycoides	98.29	0.53	Bacteria	Bacillati	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma mycoides	
